Strategy,TrackScope,K,Races,Wagered,Returned,Profit,ROI%,Hits,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears,Gap,FavMin,FS,Cond,Card
K1W9_BEL_FS10-11_Gap0.15_Fav0.00_fast_late,BEL,9,122,40992,36955.95,-4036.05,-9.85,49,40.16,754.2,-14.51,23.44,107,15,4/13,0.15,0.0,10-11,fast,late
K1W9_GP_FS9-11_Gap0.15_Fav0.00_wet_midlate,GP,9,186,62496,53557.5,-8938.5,-14.3,67,36.02,799.37,-28.95,23.44,134,52,6/13,0.15,0.0,9-11,wet,midlate
K1W8_BEL_FS10-12_Gap0.18_Fav0.35_fast_all,BEL,8,229,48090,60061.0,11971.0,24.89,93,40.61,645.82,25.21,23.39,189,40,10/13,0.18,0.35,10-12,fast,all
K1W8_AQU_FS10-11_Gap0.18_Fav0.00_all_midlate,AQU,8,234,49140,45731.1,-3408.9,-6.94,78,33.33,586.3,-20.68,23.37,161,73,7/15,0.18,0.0,10-11,all,midlate
K1W9_CD_FS10-11_Gap0.20_Fav0.40_all_late,CD,9,100,33600,30309.2,-3290.8,-9.79,50,50.0,606.18,-38.01,23.33,54,46,6/15,0.2,0.4,10-11,all,late
K1W8_CD+KEE_FS10-11_Gap0.10_Fav0.40_fast_all,CD+KEE,8,279,58590,56693.4,-1896.6,-3.24,102,36.56,555.82,-23.57,23.31,158,121,7/15,0.1,0.4,10-11,fast,all
K1W8_CD+KEE_FS10-11_Gap0.12_Fav0.40_fast_all,CD+KEE,8,278,58380,56486.6,-1893.4,-3.24,101,36.33,559.27,-23.71,23.31,157,121,7/15,0.12,0.4,10-11,fast,all
K1W9_BEL_FS10-13_Gap0.15_Fav0.35_all_midlate,BEL,9,265,89040,89910.95,870.95,0.98,109,41.13,824.87,-3.59,23.3,220,45,7/13,0.15,0.35,10-13,all,midlate
K1W9_BEL_FS10-13_Gap0.12_Fav0.35_all_midlate,BEL,9,272,91392,89986.45,-1405.55,-1.54,110,40.44,818.06,-6.46,23.3,227,45,7/13,0.12,0.35,10-13,all,midlate
K1W9_BEL_FS10-12_Gap0.10_Fav0.35_all_midlate,BEL,9,271,91056,88470.95,-2585.05,-2.84,111,40.96,797.04,-8.04,23.3,226,45,7/13,0.1,0.35,10-12,all,midlate
K1W8_AQU_FS10-13_Gap0.12_Fav0.35_all_all,AQU,8,382,80220,73877.55,-6342.45,-7.91,124,32.46,595.79,-21.18,23.3,268,114,5/15,0.12,0.35,10-13,all,all
K1W7_BEL_FS9-11_Gap0.12_Fav0.35_all_all,BEL,7,527,63240,57005.4,-6234.6,-9.86,169,32.07,337.31,-17.05,23.29,433,94,5/13,0.12,0.35,9-11,all,all
K1W9_AQU_FS9-11_Gap0.20_Fav0.40_fast_late,AQU,9,128,43008,41176.4,-1831.6,-4.26,62,48.44,664.14,-17.24,23.28,87,41,6/15,0.2,0.4,9-11,fast,late
K1W9_AQU_FS9-11_Gap0.18_Fav0.40_fast_late,AQU,9,132,44352,41792.4,-2559.6,-5.77,63,47.73,663.37,-18.86,23.28,91,41,6/15,0.18,0.4,9-11,fast,late
K1W9_AQU_FS9-11_Gap0.15_Fav0.40_fast_late,AQU,9,138,46368,43450.15,-2917.85,-6.29,66,47.83,658.34,-18.79,23.28,97,41,6/15,0.15,0.4,9-11,fast,late
K1W9_AQU_FS9-11_Gap0.10_Fav0.40_fast_late,AQU,9,139,46704,43450.15,-3253.85,-6.97,66,47.48,658.34,-19.62,23.28,98,41,6/15,0.1,0.4,9-11,fast,late
K1W9_AQU_FS9-11_Gap0.12_Fav0.40_fast_late,AQU,9,139,46704,43450.15,-3253.85,-6.97,66,47.48,658.34,-19.62,23.28,98,41,6/15,0.12,0.4,9-11,fast,late
K1W9_AQU_FS10-11_Gap0.10_Fav0.35_all_midlate,AQU,9,260,87360,79188.5,-8171.5,-9.35,109,41.92,726.5,-24.38,23.27,178,82,4/15,0.1,0.35,10-11,all,midlate
K1W7_CD_FS10-11_Gap0.12_Fav0.00_wet_midlate,CD,7,86,10320,10151.63,-168.37,-1.63,19,22.09,534.3,-17.88,23.22,52,34,7/15,0.12,0.0,10-11,wet,midlate
K1W7_CD+KEE_FS12-20_Gap0.10_Fav0.35_fast_midlate,CD+KEE,7,202,24240,22123.9,-2116.1,-8.73,33,16.34,670.42,-26.42,23.22,130,72,5/15,0.1,0.35,12-20,fast,midlate
K1W7_CD+KEE_FS12-20_Gap0.12_Fav0.35_fast_midlate,CD+KEE,7,202,24240,22123.9,-2116.1,-8.73,33,16.34,670.42,-26.42,23.22,130,72,5/15,0.12,0.35,12-20,fast,midlate
K1W9_DMR_FS9-11_Gap0.18_Fav0.35_all_late,DMR,9,168,56448,50910.5,-5537.5,-9.81,71,42.26,717.05,-32.24,23.18,100,68,3/14,0.18,0.35,9-11,all,late
K1W9_DMR_FS9-11_Gap0.18_Fav0.35_fast_late,DMR,9,168,56448,50910.5,-5537.5,-9.81,71,42.26,717.05,-32.24,23.18,100,68,3/14,0.18,0.35,9-11,fast,late
K1W8_MTH_FS10-13_Gap0.10_Fav0.40_all_late,MTH,8,131,27510,24544.4,-2965.6,-10.78,51,38.93,481.26,-26.25,23.18,90,41,5/15,0.1,0.4,10-13,all,late
K1W8_MTH_FS10-13_Gap0.12_Fav0.40_all_late,MTH,8,131,27510,24544.4,-2965.6,-10.78,51,38.93,481.26,-26.25,23.18,90,41,5/15,0.12,0.4,10-13,all,late
K1W8_MTH_FS10-13_Gap0.15_Fav0.40_all_late,MTH,8,130,27300,24191.5,-3108.5,-11.39,50,38.46,483.83,-27.31,23.18,89,41,5/15,0.15,0.4,10-13,all,late
K1W7_KEE_FS12-20_Gap0.15_Fav0.35_all_all,KEE,7,136,16320,15175.8,-1144.2,-7.01,23,16.91,659.82,-35.47,23.17,70,66,6/15,0.15,0.35,12-20,all,all
K1W7_BEL_FS10-13_Gap0.15_Fav0.00_wet_all,BEL,7,111,13320,11777.45,-1542.55,-11.58,26,23.42,452.98,-21.16,23.13,87,24,5/13,0.15,0.0,10-13,wet,all
K1W7_BEL_FS10-12_Gap0.15_Fav0.00_wet_all,BEL,7,111,13320,11777.45,-1542.55,-11.58,26,23.42,452.98,-21.16,23.13,87,24,5/13,0.15,0.0,10-12,wet,all
K1W7_OP_FS12-20_Gap0.10_Fav0.00_fast_late,OP,7,139,16680,19151.9,2471.9,14.82,25,17.99,766.08,2.51,23.12,56,83,5/14,0.1,0.0,12-20,fast,late
K1W8_CD_FS10-11_Gap0.15_Fav0.00_all_all,CD,8,485,101850,115157.29,13307.29,13.07,162,33.4,710.85,5.52,23.11,277,208,8/15,0.15,0.0,10-11,all,all
K1W8_CD+KEE_FS10-11_Gap0.15_Fav0.35_all_late,CD+KEE,8,301,63210,63540.73,330.73,0.52,94,31.23,675.97,-14.86,23.1,179,122,6/15,0.15,0.35,10-11,all,late
K1W9_DMR_FS10-11_Gap0.12_Fav0.35_all_midlate,DMR,9,204,68544,65294.0,-3250.0,-4.74,81,39.71,806.1,-25.87,23.1,116,88,5/14,0.12,0.35,10-11,all,midlate
K1W9_DMR_FS10-11_Gap0.12_Fav0.35_fast_midlate,DMR,9,204,68544,65294.0,-3250.0,-4.74,81,39.71,806.1,-25.87,23.1,116,88,5/14,0.12,0.35,10-11,fast,midlate
K1W9_AQU_FS10-11_Gap0.12_Fav0.35_all_midlate,AQU,9,257,86352,78269.3,-8082.7,-9.36,106,41.25,738.39,-24.27,23.04,176,81,4/15,0.12,0.35,10-11,all,midlate
K1W8_AQU_FS10-11_Gap0.18_Fav0.35_all_midlate,AQU,8,214,44940,40341.1,-4598.9,-10.23,73,34.11,552.62,-25.73,23.03,146,68,5/15,0.18,0.35,10-11,all,midlate
K1W9_AQU_FS10-12_Gap0.15_Fav0.00_all_late,AQU,9,258,86688,80049.1,-6638.9,-7.66,96,37.21,833.84,-24.37,23.02,167,91,6/15,0.15,0.0,10-12,all,late
K1W7_MTH_FS10-11_Gap0.15_Fav0.40_all_midlate,MTH,7,139,16680,18995.2,2315.2,13.88,48,34.53,395.73,9.94,22.99,97,42,5/15,0.15,0.4,10-11,all,midlate
K1W8_AQU_FS10-11_Gap0.20_Fav0.35_all_all,AQU,8,224,47040,46933.05,-106.95,-0.23,80,35.71,586.66,-9.92,22.98,158,66,7/15,0.2,0.35,10-11,all,all
K1W7_MTH_FS9-11_Gap0.10_Fav0.35_all_midlate,MTH,7,452,54240,56493.8,2253.8,4.16,154,34.07,366.84,-3.85,22.96,317,135,7/15,0.1,0.35,9-11,all,midlate
K1W7_CD_FS12-20_Gap0.18_Fav0.35_all_all,CD,7,169,20280,16757.2,-3522.8,-17.37,23,13.61,728.57,-40.11,22.89,108,61,5/15,0.18,0.35,12-20,all,all
K1W8_CD_FS10-11_Gap0.10_Fav0.35_fast_late,CD,8,200,42000,44591.3,2591.3,6.17,68,34.0,655.75,-4.7,22.83,121,79,6/15,0.1,0.35,10-11,fast,late
K1W9_CD+KEE_FS9-11_Gap0.12_Fav0.35_wet_late,CD+KEE,9,86,28896,26767.73,-2128.27,-7.37,33,38.37,811.14,-36.18,22.82,44,42,4/15,0.12,0.35,9-11,wet,late
K1W8_AQU_FS10-13_Gap0.18_Fav0.35_all_late,AQU,8,171,35910,33138.6,-2771.4,-7.72,59,34.5,561.67,-25.98,22.82,107,64,6/15,0.18,0.35,10-13,all,late
K1W9_CD+KEE_FS9-11_Gap0.10_Fav0.35_wet_late,CD+KEE,9,87,29232,26767.73,-2464.27,-8.43,33,37.93,811.14,-37.6,22.82,45,42,4/15,0.1,0.35,9-11,wet,late
K1W9_BEL_FS10-12_Gap0.18_Fav0.35_fast_late,BEL,9,112,37632,30264.15,-7367.85,-19.58,51,45.54,593.41,-27.69,22.78,94,18,6/13,0.18,0.35,10-12,fast,late
K1W9_AQU_FS10-13_Gap0.20_Fav0.35_fast_all,AQU,9,197,66192,61206.95,-4985.05,-7.53,84,42.64,728.65,-19.56,22.76,141,56,6/15,0.2,0.35,10-13,fast,all
K1W8_SA_FS10-12_Gap0.18_Fav0.40_fast_midlate,SA,8,211,44310,44759.3,449.3,1.01,85,40.28,526.58,-10.24,22.75,139,72,7/14,0.18,0.4,10-12,fast,midlate
K1W8_SA_FS10-13_Gap0.18_Fav0.40_fast_midlate,SA,8,216,45360,45170.7,-189.3,-0.42,87,40.28,519.2,-12.0,22.75,144,72,7/14,0.18,0.4,10-13,fast,midlate
K1W8_BEL_FS10-13_Gap0.18_Fav0.00_fast_midlate,BEL,8,219,45990,57126.25,11136.25,24.21,81,36.99,705.26,24.54,22.71,180,39,10/13,0.18,0.0,10-13,fast,midlate
K1W8_AQU_FS10-11_Gap0.15_Fav0.35_all_all,AQU,8,301,63210,60170.85,-3039.15,-4.81,103,34.22,584.18,-16.17,22.68,213,88,8/15,0.15,0.35,10-11,all,all
K1W9_AQU_FS10-11_Gap0.18_Fav0.00_all_midlate,AQU,9,234,78624,75103.6,-3520.4,-4.48,97,41.45,774.26,-16.79,22.67,161,73,4/15,0.18,0.0,10-11,all,midlate
K1W8_CD_FS10-11_Gap0.15_Fav0.00_fast_midlate,CD,8,331,69510,76850.4,7340.4,10.56,108,32.63,711.58,2.54,22.66,199,132,8/15,0.15,0.0,10-11,fast,midlate
K1W8_DMR_FS12-20_Gap0.12_Fav0.00_all_late,DMR,8,90,18900,16062.1,-2837.9,-15.02,18,20.0,892.34,-36.82,22.65,57,33,3/14,0.12,0.0,12-20,all,late
K1W8_DMR_FS12-20_Gap0.12_Fav0.00_fast_late,DMR,8,90,18900,16062.1,-2837.9,-15.02,18,20.0,892.34,-36.82,22.65,57,33,3/14,0.12,0.0,12-20,fast,late
K1W8_AQU_FS10-12_Gap0.18_Fav0.00_fast_late,AQU,8,137,28770,27981.2,-788.8,-2.74,47,34.31,595.34,-16.0,22.64,90,47,7/15,0.18,0.0,10-12,fast,late
K1W9_DMR_FS10-11_Gap0.20_Fav0.35_all_late,DMR,9,100,33600,30812.7,-2787.3,-8.3,38,38.0,810.86,-30.69,22.63,58,42,4/14,0.2,0.35,10-11,all,late
K1W9_DMR_FS10-11_Gap0.20_Fav0.35_fast_late,DMR,9,100,33600,30812.7,-2787.3,-8.3,38,38.0,810.86,-30.69,22.63,58,42,4/14,0.2,0.35,10-11,fast,late
K1W8_DMR_FS10-13_Gap0.18_Fav0.35_all_late,DMR,8,148,31080,29917.6,-1162.4,-3.74,43,29.05,695.76,-21.22,22.62,89,59,6/14,0.18,0.35,10-13,all,late
K1W8_DMR_FS10-13_Gap0.18_Fav0.35_fast_late,DMR,8,148,31080,29917.6,-1162.4,-3.74,43,29.05,695.76,-21.22,22.62,89,59,6/14,0.18,0.35,10-13,fast,late
K1W8_MTH_FS10-12_Gap0.20_Fav0.00_all_late,MTH,8,156,32760,32338.2,-421.8,-1.29,62,39.74,521.58,-10.09,22.61,114,42,5/15,0.2,0.0,10-12,all,late
K1W8_MTH_FS10-12_Gap0.20_Fav0.35_all_late,MTH,8,153,32130,31615.0,-515.0,-1.6,60,39.22,526.92,-10.77,22.61,111,42,5/15,0.2,0.35,10-12,all,late
K1W9_DMR_FS10-13_Gap0.18_Fav0.40_all_midlate,DMR,9,128,43008,47242.4,4234.4,9.85,54,42.19,874.86,-0.38,22.58,71,57,6/14,0.18,0.4,10-13,all,midlate
K1W9_DMR_FS10-13_Gap0.18_Fav0.40_fast_midlate,DMR,9,128,43008,47242.4,4234.4,9.85,54,42.19,874.86,-0.38,22.58,71,57,6/14,0.18,0.4,10-13,fast,midlate
K1W9_DMR_FS10-13_Gap0.20_Fav0.40_all_midlate,DMR,9,127,42672,46776.4,4104.4,9.62,53,41.73,882.57,-0.94,22.58,70,57,6/14,0.2,0.4,10-13,all,midlate
K1W9_DMR_FS10-13_Gap0.20_Fav0.40_fast_midlate,DMR,9,127,42672,46776.4,4104.4,9.62,53,41.73,882.57,-0.94,22.58,70,57,6/14,0.2,0.4,10-13,fast,midlate
K1W7_CD_FS10-11_Gap0.10_Fav0.40_fast_all,CD,7,174,20880,23278.8,2398.8,11.49,55,31.61,423.25,1.38,22.57,91,83,7/15,0.1,0.4,10-11,fast,all
K1W7_CD_FS10-11_Gap0.12_Fav0.40_fast_all,CD,7,173,20760,23072.0,2312.0,11.14,54,31.21,427.26,0.6,22.57,90,83,7/15,0.12,0.4,10-11,fast,all
K1W7_CD_FS10-11_Gap0.15_Fav0.40_fast_all,CD,7,173,20760,23072.0,2312.0,11.14,54,31.21,427.26,0.6,22.57,90,83,7/15,0.15,0.4,10-11,fast,all
K1W7_CD_FS10-11_Gap0.18_Fav0.40_fast_all,CD,7,171,20520,22092.8,1572.8,7.66,53,30.99,416.85,-6.39,22.57,88,83,8/15,0.18,0.4,10-11,fast,all
K1W8_CD_FS10-12_Gap0.12_Fav0.35_all_late,CD,8,334,70140,74981.93,4841.93,6.9,108,32.34,694.28,-2.35,22.57,210,124,8/15,0.12,0.35,10-12,all,late
K1W8_CD+KEE_FS10-11_Gap0.12_Fav0.35_fast_late,CD+KEE,8,258,54180,51207.4,-2972.6,-5.49,79,30.62,648.19,-22.08,22.51,162,96,7/15,0.12,0.35,10-11,fast,late
K1W7_MTH_FS9-11_Gap0.18_Fav0.40_fast_midlate,MTH,7,248,29760,30247.3,487.3,1.64,90,36.29,336.08,-7.58,22.5,172,76,8/15,0.18,0.4,9-11,fast,midlate
K1W7_MTH_FS10-12_Gap0.18_Fav0.40_fast_midlate,MTH,7,141,16920,18184.6,1264.6,7.47,47,33.33,386.91,1.73,22.49,102,39,5/15,0.18,0.4,10-12,fast,midlate
K1W9_CD+KEE_FS9-11_Gap0.20_Fav0.40_wet_all,CD+KEE,9,88,29568,26232.22,-3335.78,-11.28,37,42.05,708.98,-51.74,22.43,40,48,3/15,0.2,0.4,9-11,wet,all
K1W9_DMR_FS10-12_Gap0.18_Fav0.00_all_midlate,DMR,9,247,82992,81185.4,-1806.6,-2.18,93,37.65,872.96,-18.9,22.41,147,100,5/14,0.18,0.0,10-12,all,midlate
K1W9_DMR_FS10-12_Gap0.18_Fav0.00_fast_midlate,DMR,9,247,82992,81185.4,-1806.6,-2.18,93,37.65,872.96,-18.9,22.41,147,100,5/14,0.18,0.0,10-12,fast,midlate
K1W8_OP_FS10-12_Gap0.15_Fav0.00_wet_midlate,OP,8,114,23940,30373.7,6433.7,26.87,38,33.33,799.31,35.49,22.4,39,75,8/12,0.15,0.0,10-12,wet,midlate
K1W8_OP_FS10-13_Gap0.15_Fav0.00_wet_midlate,OP,8,114,23940,30373.7,6433.7,26.87,38,33.33,799.31,35.49,22.4,39,75,8/12,0.15,0.0,10-13,wet,midlate
K1W8_DMR_FS10-11_Gap0.15_Fav0.35_all_midlate,DMR,8,191,40110,38283.4,-1826.6,-4.55,61,31.94,627.6,-25.24,22.36,108,83,6/14,0.15,0.35,10-11,all,midlate
K1W8_DMR_FS10-11_Gap0.15_Fav0.35_fast_midlate,DMR,8,191,40110,38283.4,-1826.6,-4.55,61,31.94,627.6,-25.24,22.36,108,83,6/14,0.15,0.35,10-11,fast,midlate
K1W8_SA_FS12-20_Gap0.12_Fav0.00_all_late,SA,8,128,26880,26929.7,49.7,0.18,34,26.56,792.05,-6.01,22.32,100,28,7/14,0.12,0.0,12-20,all,late
K1W8_SA_FS12-20_Gap0.12_Fav0.00_fast_late,SA,8,122,25620,24928.1,-691.9,-2.7,31,25.41,804.13,-10.15,22.32,94,28,6/14,0.12,0.0,12-20,fast,late
K1W8_CD_FS10-11_Gap0.15_Fav0.35_fast_midlate,CD,8,253,53130,58511.8,5381.8,10.13,85,33.6,688.37,2.04,22.3,152,101,8/15,0.15,0.35,10-11,fast,midlate
K1W9_DMR_FS10-12_Gap0.10_Fav0.35_all_late,DMR,9,167,56112,54066.2,-2045.8,-3.65,63,37.72,858.19,-20.55,22.22,101,66,4/14,0.1,0.35,10-12,all,late
K1W9_DMR_FS10-12_Gap0.10_Fav0.35_fast_late,DMR,9,167,56112,54066.2,-2045.8,-3.65,63,37.72,858.19,-20.55,22.22,101,66,4/14,0.1,0.35,10-12,fast,late
K1W8_KEE_FS12-20_Gap0.10_Fav0.35_fast_all,KEE,8,109,22890,27052.8,4162.8,18.19,27,24.77,1001.96,15.03,22.2,61,48,9/15,0.1,0.35,12-20,fast,all
K1W8_KEE_FS12-20_Gap0.12_Fav0.35_fast_all,KEE,8,109,22890,27052.8,4162.8,18.19,27,24.77,1001.96,15.03,22.2,61,48,9/15,0.12,0.35,12-20,fast,all
K1W8_OP_FS10-12_Gap0.10_Fav0.35_wet_midlate,OP,8,88,18480,23754.6,5274.6,28.54,29,32.95,819.12,39.7,22.17,32,56,6/12,0.1,0.35,10-12,wet,midlate
K1W8_OP_FS10-12_Gap0.12_Fav0.35_wet_midlate,OP,8,88,18480,23754.6,5274.6,28.54,29,32.95,819.12,39.7,22.17,32,56,6/12,0.12,0.35,10-12,wet,midlate
K1W8_OP_FS10-13_Gap0.10_Fav0.35_wet_midlate,OP,8,88,18480,23754.6,5274.6,28.54,29,32.95,819.12,39.7,22.17,32,56,6/12,0.1,0.35,10-13,wet,midlate
K1W8_OP_FS10-13_Gap0.12_Fav0.35_wet_midlate,OP,8,88,18480,23754.6,5274.6,28.54,29,32.95,819.12,39.7,22.17,32,56,6/12,0.12,0.35,10-13,wet,midlate
K1W8_GP_FS9-11_Gap0.20_Fav0.00_wet_late,GP,8,87,18270,14703.7,-3566.3,-19.52,25,28.74,588.15,-37.28,22.16,61,26,3/12,0.2,0.0,9-11,wet,late
K1W8_SA_FS12-20_Gap0.10_Fav0.00_all_midlate,SA,8,201,42210,36305.9,-5904.1,-13.99,46,22.89,789.26,-22.69,22.15,162,39,6/14,0.1,0.0,12-20,all,midlate
K1W8_SA_FS12-20_Gap0.10_Fav0.00_fast_midlate,SA,8,191,40110,34304.3,-5805.7,-14.47,43,22.51,797.77,-23.87,22.15,152,39,6/14,0.1,0.0,12-20,fast,midlate
K1W7_CD_FS10-13_Gap0.20_Fav0.40_all_midlate,CD,7,223,26760,28133.1,1373.1,5.13,60,26.91,468.88,-7.49,22.14,128,95,9/15,0.2,0.4,10-13,all,midlate
K1W7_CD_FS10-12_Gap0.20_Fav0.40_all_midlate,CD,7,221,26520,27789.2,1269.2,4.79,59,26.7,471.0,-8.29,22.14,126,95,9/15,0.2,0.4,10-12,all,midlate
K1W7_BEL_FS9-11_Gap0.12_Fav0.00_all_late,BEL,7,407,48840,41801.7,-7038.3,-14.41,102,25.06,409.82,-20.73,22.14,347,60,7/13,0.12,0.0,9-11,all,late
K1W7_CD_FS12-20_Gap0.20_Fav0.00_all_all,CD,7,164,19680,17519.0,-2161.0,-10.98,24,14.63,729.96,-33.28,22.13,98,66,7/15,0.2,0.0,12-20,all,all
K1W8_MTH_FS10-11_Gap0.18_Fav0.40_all_midlate,MTH,8,134,28140,28951.9,811.9,2.89,58,43.28,499.17,-5.0,22.1,95,39,7/15,0.18,0.4,10-11,all,midlate
K1W8_BEL_FS10-12_Gap0.20_Fav0.00_fast_all,BEL,8,220,46200,53707.6,7507.6,16.25,87,39.55,617.33,14.92,22.07,179,41,9/13,0.2,0.0,10-12,fast,all
K1W8_BEL_FS9-11_Gap0.15_Fav0.40_fast_all,BEL,8,243,51030,50187.5,-842.5,-1.65,115,47.33,436.41,-7.49,22.07,195,48,5/13,0.15,0.4,9-11,fast,all
K1W8_BEL_FS9-11_Gap0.20_Fav0.40_fast_all,BEL,8,231,48510,47706.75,-803.25,-1.66,108,46.75,441.73,-7.88,22.07,183,48,5/13,0.2,0.4,9-11,fast,all
K1W8_BEL_FS9-11_Gap0.10_Fav0.40_fast_all,BEL,8,249,52290,50974.5,-1315.5,-2.52,118,47.39,431.99,-8.39,22.07,201,48,5/13,0.1,0.4,9-11,fast,all
K1W8_BEL_FS9-11_Gap0.12_Fav0.40_fast_all,BEL,8,249,52290,50974.5,-1315.5,-2.52,118,47.39,431.99,-8.39,22.07,201,48,5/13,0.12,0.4,9-11,fast,all
K1W8_BEL_FS9-11_Gap0.18_Fav0.40_fast_all,BEL,8,238,49980,48719.5,-1260.5,-2.52,111,46.64,438.91,-8.73,22.07,190,48,5/13,0.18,0.4,9-11,fast,all
K1W9_BEL_FS10-13_Gap0.15_Fav0.00_all_midlate,BEL,9,374,125664,116245.65,-9418.35,-7.49,133,35.56,874.03,-13.48,22.04,311,63,6/13,0.15,0.0,10-13,all,midlate
K1W9_CD+KEE_FS9-11_Gap0.15_Fav0.35_wet_late,CD+KEE,9,83,27888,25998.63,-1889.37,-6.77,31,37.35,838.67,-34.89,22.02,42,41,4/15,0.15,0.35,9-11,wet,late
K1W8_GP_FS10-11_Gap0.20_Fav0.40_all_midlate,GP,8,357,74970,61518.0,-13452.0,-17.94,122,34.17,504.25,-35.96,21.98,246,111,3/14,0.2,0.4,10-11,all,midlate
K1W8_BEL_FS9-11_Gap0.20_Fav0.35_fast_midlate,BEL,8,217,45570,44574.25,-995.75,-2.19,94,43.32,474.19,-8.5,21.97,172,45,6/13,0.2,0.35,9-11,fast,midlate
K1W8_CD_FS10-11_Gap0.12_Fav0.35_fast_midlate,CD,8,271,56910,61843.0,4933.0,8.67,92,33.95,672.21,-0.13,21.95,163,108,8/15,0.12,0.35,10-11,fast,midlate
K1W8_BEL_FS10-12_Gap0.20_Fav0.00_all_midlate,BEL,8,224,47040,54095.05,7055.05,15.0,83,37.05,651.75,13.59,21.9,186,38,9/13,0.2,0.0,10-12,all,midlate
K1W9_DMR_FS10-13_Gap0.10_Fav0.40_all_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.1,0.4,10-13,all,late
K1W9_DMR_FS10-13_Gap0.10_Fav0.40_fast_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.1,0.4,10-13,fast,late
K1W9_DMR_FS10-13_Gap0.12_Fav0.40_all_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.12,0.4,10-13,all,late
K1W9_DMR_FS10-13_Gap0.12_Fav0.40_fast_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.12,0.4,10-13,fast,late
K1W9_DMR_FS10-13_Gap0.15_Fav0.40_all_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.15,0.4,10-13,all,late
K1W9_DMR_FS10-13_Gap0.15_Fav0.40_fast_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.15,0.4,10-13,fast,late
K1W9_DMR_FS10-13_Gap0.18_Fav0.40_all_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.18,0.4,10-13,all,late
K1W9_DMR_FS10-13_Gap0.18_Fav0.40_fast_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.18,0.4,10-13,fast,late
K1W9_DMR_FS10-13_Gap0.20_Fav0.40_all_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.2,0.4,10-13,all,late
K1W9_DMR_FS10-13_Gap0.20_Fav0.40_fast_late,DMR,9,83,27888,31662.5,3774.5,13.53,34,40.96,931.25,8.03,21.87,50,33,4/14,0.2,0.4,10-13,fast,late
K1W7_OP_FS10-11_Gap0.15_Fav0.00_fast_midlate,OP,7,267,32040,36629.1,4589.1,14.32,58,21.72,631.54,7.27,21.86,138,129,9/14,0.15,0.0,10-11,fast,midlate
K1W8_AQU_FS10-12_Gap0.20_Fav0.00_fast_midlate,AQU,8,168,35280,33789.8,-1490.2,-4.22,59,35.12,572.71,-15.58,21.82,117,51,7/15,0.2,0.0,10-12,fast,midlate
K1W8_AQU_FS10-12_Gap0.20_Fav0.35_fast_midlate,AQU,8,164,34440,31669.3,-2770.7,-8.05,58,35.37,546.02,-21.52,21.82,113,51,6/15,0.2,0.35,10-12,fast,midlate
K1W9_AQU_FS10-12_Gap0.15_Fav0.35_fast_midlate,AQU,9,218,73248,67595.9,-5652.1,-7.72,91,41.74,742.81,-20.81,21.79,151,67,7/15,0.15,0.35,10-12,fast,midlate
K1W8_DMR_FS12-20_Gap0.12_Fav0.00_fast_all,DMR,8,126,26460,22517.3,-3942.7,-14.9,26,20.63,866.05,-35.28,21.79,81,45,5/14,0.12,0.0,12-20,fast,all
K1W8_DMR_FS12-20_Gap0.12_Fav0.00_all_all,DMR,8,127,26670,22517.3,-4152.7,-15.57,26,20.47,866.05,-36.07,21.79,82,45,5/14,0.12,0.0,12-20,all,all
K1W8_CD_FS10-13_Gap0.15_Fav0.35_all_late,CD,8,326,68460,72614.93,4154.93,6.07,104,31.9,698.22,-3.08,21.78,206,120,8/15,0.15,0.35,10-13,all,late
K1W9_CD_FS10-11_Gap0.20_Fav0.40_all_midlate,CD,9,151,50736,44690.9,-6045.1,-11.91,72,47.68,620.71,-39.5,21.75,83,68,5/15,0.2,0.4,10-11,all,midlate
K1W9_BEL_FS10-11_Gap0.20_Fav0.40_all_midlate,BEL,9,113,37968,35232.45,-2735.55,-7.2,56,49.56,629.15,-12.33,21.74,96,17,6/13,0.2,0.4,10-11,all,midlate
K1W7_BEL_FS9-11_Gap0.18_Fav0.35_all_all,BEL,7,456,54720,51360.65,-3359.35,-6.14,152,33.33,337.9,-12.7,21.71,369,87,5/13,0.18,0.35,9-11,all,all
