Strategy,K,Track,FS,Gap,FavMin,Cond,Card,Races,Hits,ROI%,HitRate%,AvgPay,TrainROI%,TestROI%,LOOCV_PosYrs,LOOCV_PosRatio,LOOCV_MedianROI,LOOCV_MeanROI
K1W7_MTH_FS11-13_Gap0.25_Fav0.00_all_all,7,MTH,11-13,0.25,0.0,all,all,91,25,-32.76,27.47,293.7,-22.05,-66.34,4/13,0.308,-38.65,-35.8
K1W7_MTH_FS11-13_Gap0.25_Fav0.30_all_all,7,MTH,11-13,0.25,0.3,all,all,91,25,-32.76,27.47,293.7,-22.05,-66.34,4/13,0.308,-38.65,-35.8
K1W7_MTH_FS11-13_Gap0.25_Fav0.35_all_all,7,MTH,11-13,0.25,0.35,all,all,91,25,-32.76,27.47,293.7,-22.05,-66.34,4/13,0.308,-38.65,-35.8
K1W7_MTH_FS11-14_Gap0.25_Fav0.00_all_all,7,MTH,11-14,0.25,0.0,all,all,91,25,-32.76,27.47,293.7,-22.05,-66.34,4/13,0.308,-38.65,-35.8
K1W7_MTH_FS11-14_Gap0.25_Fav0.30_all_all,7,MTH,11-14,0.25,0.3,all,all,91,25,-32.76,27.47,293.7,-22.05,-66.34,4/13,0.308,-38.65,-35.8
K1W7_MTH_FS11-14_Gap0.25_Fav0.35_all_all,7,MTH,11-14,0.25,0.35,all,all,91,25,-32.76,27.47,293.7,-22.05,-66.34,4/13,0.308,-38.65,-35.8
K1W8_SAR_FS10-11_Gap0.05_Fav0.35_fast_midlate,8,SAR,10-11,0.05,0.35,fast,midlate,106,30,-32.88,28.3,498.02,-43.12,-13.79,4/13,0.308,-41.71,-29.0
K1W8_SAR_FS10-11_Gap0.10_Fav0.35_fast_midlate,8,SAR,10-11,0.1,0.35,fast,midlate,106,30,-32.88,28.3,498.02,-43.12,-13.79,4/13,0.308,-41.71,-29.0
K1W8_BEL_FS11-14_Gap0.05_Fav0.00_all_late,8,BEL,11-14,0.05,0.0,all,late,427,80,-32.98,18.74,751.27,-35.59,-23.32,4/13,0.308,-34.92,-24.8
K1W8_SAR_FS10-14_Gap0.22_Fav0.35_fast_midlate,8,SAR,10-14,0.22,0.35,fast,midlate,90,21,-33.13,23.33,601.79,-34.67,-30.07,4/13,0.308,-34.42,-30.1
K1W8_BEL_FS10-14_Gap0.10_Fav0.00_all_late,8,BEL,10-14,0.1,0.0,all,late,423,91,-33.21,21.51,652.0,-40.13,-1.08,4/13,0.308,-36.97,-23.8
K1W7_MTH_FS11-13_Gap0.25_Fav0.40_all_all,7,MTH,11-13,0.25,0.4,all,all,88,24,-33.26,27.27,293.67,-20.91,-75.25,4/13,0.308,-40.85,-39.2
K1W7_MTH_FS11-14_Gap0.25_Fav0.40_all_all,7,MTH,11-14,0.25,0.4,all,all,88,24,-33.26,27.27,293.67,-20.91,-75.25,4/13,0.308,-40.85,-39.2
K1W8_BEL_FS11-12_Gap0.05_Fav0.00_all_late,8,BEL,11-12,0.05,0.0,all,late,415,79,-33.31,19.04,735.67,-36.51,-21.6,4/13,0.308,-34.92,-25.1
K1W8_BEL_FS11-13_Gap0.05_Fav0.00_fast_late,8,BEL,11-13,0.05,0.0,fast,late,330,66,-33.43,20.0,698.98,-35.61,-26.26,4/13,0.308,-13.18,-27.0
K1W8_SAR_FS10-11_Gap0.15_Fav0.35_fast_midlate,8,SAR,10-11,0.15,0.35,fast,midlate,103,28,-34.01,27.18,509.77,-43.8,-14.99,4/13,0.308,-41.71,-33.7
K1W8_BEL_FS11-14_Gap0.05_Fav0.00_fast_late,8,BEL,11-14,0.05,0.0,fast,late,333,66,-34.03,19.82,698.98,-36.37,-26.26,4/13,0.308,-13.18,-27.2
K1W8_BEL_FS10-12_Gap0.10_Fav0.00_all_late,8,BEL,10-12,0.1,0.0,all,late,415,90,-34.2,21.69,637.2,-41.84,1.63,4/13,0.308,-34.63,-23.9
K1W8_SAR_FS10-13_Gap0.25_Fav0.00_fast_all,8,SAR,10-13,0.25,0.0,fast,all,86,22,-34.88,25.58,534.54,-41.51,-20.4,4/13,0.308,-49.91,-11.9
K1W8_SAR_FS10-13_Gap0.25_Fav0.30_fast_all,8,SAR,10-13,0.25,0.3,fast,all,86,22,-34.88,25.58,534.54,-41.51,-20.4,4/13,0.308,-49.91,-11.9
K1W8_SAR_FS10-13_Gap0.25_Fav0.35_fast_all,8,SAR,10-13,0.25,0.35,fast,all,86,22,-34.88,25.58,534.54,-41.51,-20.4,4/13,0.308,-49.91,-11.9
K1W8_BEL_FS10-13_Gap0.10_Fav0.00_fast_late,8,BEL,10-13,0.1,0.0,fast,late,318,69,-35.49,21.7,624.39,-41.77,-7.3,4/13,0.308,-21.14,-24.4
K1W8_SAR_FS10-14_Gap0.25_Fav0.00_fast_all,8,SAR,10-14,0.25,0.0,fast,all,87,22,-35.63,25.29,534.54,-42.49,-20.4,4/13,0.308,-50.36,-12.3
K1W8_SAR_FS10-14_Gap0.25_Fav0.30_fast_all,8,SAR,10-14,0.25,0.3,fast,all,87,22,-35.63,25.29,534.54,-42.49,-20.4,4/13,0.308,-50.36,-12.3
K1W8_SAR_FS10-14_Gap0.25_Fav0.35_fast_all,8,SAR,10-14,0.25,0.35,fast,all,87,22,-35.63,25.29,534.54,-42.49,-20.4,4/13,0.308,-50.36,-12.3
K1W8_BEL_FS10-14_Gap0.10_Fav0.00_fast_late,8,BEL,10-14,0.1,0.0,fast,late,321,69,-36.09,21.5,624.39,-42.44,-7.3,4/13,0.308,-21.14,-24.5
K1W8_SAR_FS10-12_Gap0.25_Fav0.00_fast_all,8,SAR,10-12,0.25,0.0,fast,all,85,21,-36.49,24.71,539.87,-43.97,-20.4,4/13,0.308,-50.36,-13.6
K1W8_SAR_FS10-12_Gap0.25_Fav0.30_fast_all,8,SAR,10-12,0.25,0.3,fast,all,85,21,-36.49,24.71,539.87,-43.97,-20.4,4/13,0.308,-50.36,-13.6
K1W8_SAR_FS10-12_Gap0.25_Fav0.35_fast_all,8,SAR,10-12,0.25,0.35,fast,all,85,21,-36.49,24.71,539.87,-43.97,-20.4,4/13,0.308,-50.36,-13.6
K1W7_SAR_FS10-11_Gap0.22_Fav0.35_fast_midlate,7,SAR,10-11,0.22,0.35,fast,midlate,78,15,-38.48,19.23,383.91,-36.92,-41.6,4/13,0.308,-47.74,-36.5
K1W7_SAR_FS10-11_Gap0.22_Fav0.00_fast_midlate,7,SAR,10-11,0.22,0.0,fast,midlate,79,15,-39.26,18.99,383.91,-38.11,-41.6,4/13,0.308,-47.74,-38.6
K1W7_SAR_FS10-11_Gap0.22_Fav0.30_fast_midlate,7,SAR,10-11,0.22,0.3,fast,midlate,79,15,-39.26,18.99,383.91,-38.11,-41.6,4/13,0.308,-47.74,-38.6
K1W8_SAR_FS10-12_Gap0.25_Fav0.00_all_midlate,8,SAR,10-12,0.25,0.0,all,midlate,76,17,-40.14,22.37,561.99,-50.97,-19.31,4/13,0.308,-53.1,-38.8
K1W8_SAR_FS10-12_Gap0.25_Fav0.30_all_midlate,8,SAR,10-12,0.25,0.3,all,midlate,76,17,-40.14,22.37,561.99,-50.97,-19.31,4/13,0.308,-53.1,-38.8
K1W8_SAR_FS10-12_Gap0.25_Fav0.35_all_midlate,8,SAR,10-12,0.25,0.35,all,midlate,76,17,-40.14,22.37,561.99,-50.97,-19.31,4/13,0.308,-53.1,-38.8
K1W8_SAR_FS10-13_Gap0.25_Fav0.00_all_midlate,8,SAR,10-13,0.25,0.0,all,midlate,76,17,-40.14,22.37,561.99,-50.97,-19.31,4/13,0.308,-53.1,-38.8
K1W8_SAR_FS10-13_Gap0.25_Fav0.30_all_midlate,8,SAR,10-13,0.25,0.3,all,midlate,76,17,-40.14,22.37,561.99,-50.97,-19.31,4/13,0.308,-53.1,-38.8
K1W8_SAR_FS10-13_Gap0.25_Fav0.35_all_midlate,8,SAR,10-13,0.25,0.35,all,midlate,76,17,-40.14,22.37,561.99,-50.97,-19.31,4/13,0.308,-53.1,-38.8
K1W8_SAR_FS10-14_Gap0.25_Fav0.00_all_midlate,8,SAR,10-14,0.25,0.0,all,midlate,77,17,-40.92,22.08,561.99,-51.93,-19.31,4/13,0.308,-53.1,-39.1
K1W8_SAR_FS10-14_Gap0.25_Fav0.30_all_midlate,8,SAR,10-14,0.25,0.3,all,midlate,77,17,-40.92,22.08,561.99,-51.93,-19.31,4/13,0.308,-53.1,-39.1
K1W8_SAR_FS10-14_Gap0.25_Fav0.35_all_midlate,8,SAR,10-14,0.25,0.35,all,midlate,77,17,-40.92,22.08,561.99,-51.93,-19.31,4/13,0.308,-53.1,-39.1
K1W7_MTH_FS11-12_Gap0.25_Fav0.00_all_midlate,7,MTH,11-12,0.25,0.0,all,midlate,52,13,-41.66,25.0,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-12_Gap0.25_Fav0.30_all_midlate,7,MTH,11-12,0.25,0.3,all,midlate,52,13,-41.66,25.0,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-12_Gap0.25_Fav0.35_all_midlate,7,MTH,11-12,0.25,0.35,all,midlate,52,13,-41.66,25.0,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-12_Gap0.25_Fav0.40_all_midlate,7,MTH,11-12,0.25,0.4,all,midlate,52,13,-41.66,25.0,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-12_Gap0.25_Fav0.00_fast_midlate,7,MTH,11-12,0.25,0.0,fast,midlate,50,12,-42.29,24.0,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-12_Gap0.25_Fav0.30_fast_midlate,7,MTH,11-12,0.25,0.3,fast,midlate,50,12,-42.29,24.0,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-12_Gap0.25_Fav0.35_fast_midlate,7,MTH,11-12,0.25,0.35,fast,midlate,50,12,-42.29,24.0,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-12_Gap0.25_Fav0.40_fast_midlate,7,MTH,11-12,0.25,0.4,fast,midlate,50,12,-42.29,24.0,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-13_Gap0.25_Fav0.00_all_midlate,7,MTH,11-13,0.25,0.0,all,midlate,54,13,-43.82,24.07,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-13_Gap0.25_Fav0.30_all_midlate,7,MTH,11-13,0.25,0.3,all,midlate,54,13,-43.82,24.07,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-13_Gap0.25_Fav0.35_all_midlate,7,MTH,11-13,0.25,0.35,all,midlate,54,13,-43.82,24.07,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-13_Gap0.25_Fav0.40_all_midlate,7,MTH,11-13,0.25,0.4,all,midlate,54,13,-43.82,24.07,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-14_Gap0.25_Fav0.00_all_midlate,7,MTH,11-14,0.25,0.0,all,midlate,54,13,-43.82,24.07,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-14_Gap0.25_Fav0.30_all_midlate,7,MTH,11-14,0.25,0.3,all,midlate,54,13,-43.82,24.07,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-14_Gap0.25_Fav0.35_all_midlate,7,MTH,11-14,0.25,0.35,all,midlate,54,13,-43.82,24.07,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-14_Gap0.25_Fav0.40_all_midlate,7,MTH,11-14,0.25,0.4,all,midlate,54,13,-43.82,24.07,280.05,-22.21,-100.0,4/13,0.308,-100.0,-56.7
K1W7_MTH_FS11-13_Gap0.25_Fav0.00_fast_midlate,7,MTH,11-13,0.25,0.0,fast,midlate,52,12,-44.51,23.08,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-13_Gap0.25_Fav0.30_fast_midlate,7,MTH,11-13,0.25,0.3,fast,midlate,52,12,-44.51,23.08,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-13_Gap0.25_Fav0.35_fast_midlate,7,MTH,11-13,0.25,0.35,fast,midlate,52,12,-44.51,23.08,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-13_Gap0.25_Fav0.40_fast_midlate,7,MTH,11-13,0.25,0.4,fast,midlate,52,12,-44.51,23.08,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-14_Gap0.25_Fav0.00_fast_midlate,7,MTH,11-14,0.25,0.0,fast,midlate,52,12,-44.51,23.08,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-14_Gap0.25_Fav0.30_fast_midlate,7,MTH,11-14,0.25,0.3,fast,midlate,52,12,-44.51,23.08,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-14_Gap0.25_Fav0.35_fast_midlate,7,MTH,11-14,0.25,0.35,fast,midlate,52,12,-44.51,23.08,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W7_MTH_FS11-14_Gap0.25_Fav0.40_fast_midlate,7,MTH,11-14,0.25,0.4,fast,midlate,52,12,-44.51,23.08,288.53,-24.07,-100.0,4/13,0.308,-100.0,-57.7
K1W8_MTH_FS11-12_Gap0.15_Fav0.30_all_late,8,MTH,11-12,0.15,0.3,all,late,101,36,12.83,35.64,664.74,-0.77,67.9,4/14,0.286,-11.629999999999999,37.3
K1W8_DMR_FS11-12_Gap0.15_Fav0.30_all_late,8,DMR,11-12,0.15,0.3,all,late,100,24,10.74,24.0,968.94,20.19,-4.69,4/14,0.286,-29.735,11.6
K1W8_DMR_FS11-12_Gap0.15_Fav0.30_fast_late,8,DMR,11-12,0.15,0.3,fast,late,100,24,10.74,24.0,968.94,20.19,-4.69,4/14,0.286,-29.735,11.6
K1W8_MTH_FS11-13_Gap0.15_Fav0.30_all_late,8,MTH,11-13,0.15,0.3,all,late,103,36,10.64,34.95,664.74,-0.77,52.64,4/14,0.286,-11.629999999999999,32.6
K1W8_MTH_FS11-14_Gap0.15_Fav0.30_all_late,8,MTH,11-14,0.15,0.3,all,late,103,36,10.64,34.95,664.74,-0.77,52.64,4/14,0.286,-11.629999999999999,32.6
K1W7_DMR_FS10-11_Gap0.25_Fav0.00_all_late,7,DMR,10-11,0.25,0.0,all,late,67,19,10.37,28.36,467.02,52.33,-51.8,4/14,0.286,-47.239999999999995,10.4
K1W7_DMR_FS10-11_Gap0.25_Fav0.00_fast_late,7,DMR,10-11,0.25,0.0,fast,late,67,19,10.37,28.36,467.02,52.33,-51.8,4/14,0.286,-47.239999999999995,10.4
K1W7_DMR_FS10-11_Gap0.25_Fav0.30_all_late,7,DMR,10-11,0.25,0.3,all,late,67,19,10.37,28.36,467.02,52.33,-51.8,4/14,0.286,-47.239999999999995,10.4
K1W7_DMR_FS10-11_Gap0.25_Fav0.30_fast_late,7,DMR,10-11,0.25,0.3,fast,late,67,19,10.37,28.36,467.02,52.33,-51.8,4/14,0.286,-47.239999999999995,10.4
K1W7_DMR_FS10-11_Gap0.25_Fav0.35_all_late,7,DMR,10-11,0.25,0.35,all,late,67,19,10.37,28.36,467.02,52.33,-51.8,4/14,0.286,-47.239999999999995,10.4
K1W7_DMR_FS10-11_Gap0.25_Fav0.35_fast_late,7,DMR,10-11,0.25,0.35,fast,late,67,19,10.37,28.36,467.02,52.33,-51.8,4/14,0.286,-47.239999999999995,10.4
K1W7_OP_FS11-13_Gap0.10_Fav0.00_fast_late,7,OP,11-13,0.1,0.0,fast,late,260,43,9.37,16.54,793.58,3.32,14.56,4/14,0.286,-14.799999999999999,10.7
K1W7_OP_FS11-14_Gap0.10_Fav0.00_fast_late,7,OP,11-14,0.1,0.0,fast,late,264,43,7.71,16.29,793.58,2.47,12.16,4/14,0.286,-16.015,9.2
K1W8_DMR_FS11-12_Gap0.15_Fav0.00_all_late,8,DMR,11-12,0.15,0.0,all,late,104,24,6.48,23.08,968.94,18.28,-11.66,4/14,0.286,-29.735,8.2
K1W8_DMR_FS11-12_Gap0.15_Fav0.00_fast_late,8,DMR,11-12,0.15,0.0,fast,late,104,24,6.48,23.08,968.94,18.28,-11.66,4/14,0.286,-29.735,8.2
K1W7_MTH_FS11-12_Gap0.20_Fav0.35_all_all,7,MTH,11-12,0.2,0.35,all,all,122,40,3.91,32.79,380.32,7.75,-8.99,4/14,0.286,-17.314999999999998,-8.9
K1W8_MTH_FS11-12_Gap0.05_Fav0.30_all_late,8,MTH,11-12,0.05,0.3,all,late,145,52,3.05,35.86,603.44,-14.53,76.52,4/14,0.286,-15.790000000000001,27.7
K1W7_MTH_FS11-12_Gap0.20_Fav0.35_fast_all,7,MTH,11-12,0.2,0.35,fast,all,114,37,2.79,32.46,380.03,10.89,-27.61,4/14,0.286,-17.314999999999998,-9.9
K1W8_OP_FS11-12_Gap0.05_Fav0.30_fast_late,8,OP,11-12,0.05,0.3,fast,late,229,54,2.32,23.58,911.22,-33.37,30.48,4/14,0.286,-18.335,-7.8
K1W7_MTH_FS11-13_Gap0.20_Fav0.35_all_all,7,MTH,11-13,0.2,0.35,all,all,124,40,2.24,32.26,380.32,7.75,-15.05,4/14,0.286,-17.314999999999998,-10.8
K1W7_MTH_FS11-14_Gap0.20_Fav0.35_all_all,7,MTH,11-14,0.2,0.35,all,all,124,40,2.24,32.26,380.32,7.75,-15.05,4/14,0.286,-17.314999999999998,-10.8
K1W8_MTH_FS11-13_Gap0.05_Fav0.30_all_late,8,MTH,11-13,0.05,0.3,all,late,147,52,1.65,35.37,603.44,-14.53,64.75,4/14,0.286,-15.790000000000001,22.4
K1W7_MTH_FS11-13_Gap0.20_Fav0.00_fast_all,7,MTH,11-13,0.2,0.0,fast,all,119,38,1.12,31.93,380.0,10.71,-33.18,4/14,0.286,-18.174999999999997,-10.1
K1W7_MTH_FS11-13_Gap0.20_Fav0.30_fast_all,7,MTH,11-13,0.2,0.3,fast,all,119,38,1.12,31.93,380.0,10.71,-33.18,4/14,0.286,-18.174999999999997,-10.1
K1W7_MTH_FS11-14_Gap0.20_Fav0.00_fast_all,7,MTH,11-14,0.2,0.0,fast,all,119,38,1.12,31.93,380.0,10.71,-33.18,4/14,0.286,-18.174999999999997,-10.1
K1W7_MTH_FS11-14_Gap0.20_Fav0.30_fast_all,7,MTH,11-14,0.2,0.3,fast,all,119,38,1.12,31.93,380.0,10.71,-33.18,4/14,0.286,-18.174999999999997,-10.1
K1W8_MTH_FS11-14_Gap0.05_Fav0.30_all_late,8,MTH,11-14,0.05,0.3,all,late,148,52,0.96,35.14,603.44,-14.53,59.43,4/14,0.286,-18.935000000000002,21.6
K1W8_OP_FS11-13_Gap0.05_Fav0.30_fast_late,8,OP,11-13,0.05,0.3,fast,late,234,54,0.13,23.08,911.22,-34.66,27.49,4/14,0.286,-18.335,-9.2
K1W7_OP_FS10-11_Gap0.25_Fav0.40_all_late,7,OP,10-11,0.25,0.4,all,late,67,18,0.05,26.87,446.89,-11.67,12.12,4/14,0.286,-42.275000000000006,-9.2
K1W7_OP_FS10-11_Gap0.25_Fav0.40_fast_late,7,OP,10-11,0.25,0.4,fast,late,55,14,-0.22,25.45,470.39,-11.7,14.61,4/14,0.286,-63.045,-8.5
K1W7_SAR_FS11-12_Gap0.05_Fav0.30_all_midlate,7,SAR,11-12,0.05,0.3,all,midlate,93,19,-0.41,20.43,584.97,6.82,-10.41,4/14,0.286,-30.125,-9.2
K1W7_MTH_FS11-13_Gap0.15_Fav0.35_fast_all,7,MTH,11-13,0.15,0.35,fast,all,143,45,-1.1,31.47,377.14,8.82,-40.09,4/14,0.286,-19.18,-13.3
K1W7_MTH_FS11-14_Gap0.15_Fav0.35_fast_all,7,MTH,11-14,0.15,0.35,fast,all,143,45,-1.1,31.47,377.14,8.82,-40.09,4/14,0.286,-19.18,-13.3
K1W8_OP_FS11-14_Gap0.05_Fav0.30_fast_late,8,OP,11-14,0.05,0.3,fast,late,237,54,-1.13,22.78,911.22,-35.29,25.58,4/14,0.286,-24.42,-10.5
K1W7_OP_FS11-13_Gap0.15_Fav0.30_fast_late,7,OP,11-13,0.15,0.3,fast,late,164,29,-1.29,17.68,669.86,-3.3,0.58,4/14,0.286,-15.685,0.5
K1W8_MTH_FS11-12_Gap0.20_Fav0.00_all_all,8,MTH,11-12,0.2,0.0,all,all,125,53,-1.31,42.4,488.8,-3.67,6.85,4/14,0.286,-22.405,-2.5
K1W8_MTH_FS11-12_Gap0.20_Fav0.30_all_all,8,MTH,11-12,0.2,0.3,all,all,125,53,-1.31,42.4,488.8,-3.67,6.85,4/14,0.286,-22.405,-2.5
K1W7_OP_FS10-11_Gap0.22_Fav0.40_fast_midlate,7,OP,10-11,0.22,0.4,fast,midlate,103,24,-1.47,23.3,507.42,6.52,-10.28,4/14,0.286,-41.875,-11.8
K1W7_AQU_FS11-12_Gap0.25_Fav0.00_all_midlate,7,AQU,11-12,0.25,0.0,all,midlate,56,10,-1.5,17.86,661.95,11.46,-26.73,4/14,0.286,-52.615,-17.0
K1W7_AQU_FS11-12_Gap0.25_Fav0.30_all_midlate,7,AQU,11-12,0.25,0.3,all,midlate,56,10,-1.5,17.86,661.95,11.46,-26.73,4/14,0.286,-52.615,-17.0
K1W7_AQU_FS11-12_Gap0.25_Fav0.35_all_midlate,7,AQU,11-12,0.25,0.35,all,midlate,56,10,-1.5,17.86,661.95,11.46,-26.73,4/14,0.286,-52.615,-17.0
K1W7_MTH_FS11-12_Gap0.10_Fav0.35_all_all,7,MTH,11-12,0.1,0.35,all,all,164,52,-1.57,31.71,372.51,3.77,-22.78,4/14,0.286,-24.29,-15.0
K1W8_DMR_FS10-13_Gap0.22_Fav0.00_all_all,8,DMR,10-13,0.22,0.0,all,all,219,71,-1.88,32.42,635.6,-14.83,16.35,4/14,0.286,-30.035,-3.0
K1W8_DMR_FS10-13_Gap0.22_Fav0.00_fast_all,8,DMR,10-13,0.22,0.0,fast,all,219,71,-1.88,32.42,635.6,-14.83,16.35,4/14,0.286,-30.035,-3.0
K1W8_DMR_FS10-13_Gap0.22_Fav0.30_all_all,8,DMR,10-13,0.22,0.3,all,all,219,71,-1.88,32.42,635.6,-14.83,16.35,4/14,0.286,-30.035,-3.0
K1W8_DMR_FS10-13_Gap0.22_Fav0.30_fast_all,8,DMR,10-13,0.22,0.3,fast,all,219,71,-1.88,32.42,635.6,-14.83,16.35,4/14,0.286,-30.035,-3.0
K1W7_OP_FS11-13_Gap0.15_Fav0.00_fast_late,7,OP,11-13,0.15,0.0,fast,late,165,29,-1.89,17.58,669.86,-4.51,0.58,4/14,0.286,-15.685,0.2
K1W7_MTH_FS11-12_Gap0.05_Fav0.35_all_all,7,MTH,11-12,0.05,0.35,all,all,165,52,-2.17,31.52,372.51,3.77,-25.05,4/14,0.286,-24.29,-16.2
K1W7_OP_FS10-11_Gap0.15_Fav0.40_fast_midlate,7,OP,10-11,0.15,0.4,fast,midlate,112,26,-2.24,23.21,505.32,6.31,-11.44,4/14,0.286,-34.465,-10.0
K1W7_SA_FS10-12_Gap0.25_Fav0.00_fast_late,7,SA,10-12,0.25,0.0,fast,late,141,39,-2.39,27.66,423.46,-2.53,-2.16,4/14,0.286,-36.37,-3.6
K1W7_SA_FS10-12_Gap0.25_Fav0.30_fast_late,7,SA,10-12,0.25,0.3,fast,late,141,39,-2.39,27.66,423.46,-2.53,-2.16,4/14,0.286,-36.37,-3.6
K1W7_SA_FS10-12_Gap0.25_Fav0.35_fast_late,7,SA,10-12,0.25,0.35,fast,late,141,39,-2.39,27.66,423.46,-2.53,-2.16,4/14,0.286,-36.37,-3.6
K1W7_SAR_FS11-13_Gap0.05_Fav0.30_all_midlate,7,SAR,11-13,0.05,0.3,all,midlate,95,19,-2.51,20.0,584.97,4.87,-12.65,4/14,0.286,-30.125,-9.2
K1W7_SA_FS10-13_Gap0.25_Fav0.00_fast_late,7,SA,10-13,0.25,0.0,fast,late,145,41,-2.72,28.28,412.84,-3.04,-2.16,4/14,0.286,-34.77,-2.3
K1W7_SA_FS10-13_Gap0.25_Fav0.30_fast_late,7,SA,10-13,0.25,0.3,fast,late,145,41,-2.72,28.28,412.84,-3.04,-2.16,4/14,0.286,-34.77,-2.3
K1W7_SA_FS10-13_Gap0.25_Fav0.35_fast_late,7,SA,10-13,0.25,0.35,fast,late,145,41,-2.72,28.28,412.84,-3.04,-2.16,4/14,0.286,-34.77,-2.3
K1W7_MTH_FS11-13_Gap0.10_Fav0.35_all_all,7,MTH,11-13,0.1,0.35,all,all,166,52,-2.76,31.33,372.51,3.77,-27.19,4/14,0.286,-24.29,-16.4
K1W7_MTH_FS11-14_Gap0.10_Fav0.35_all_all,7,MTH,11-14,0.1,0.35,all,all,166,52,-2.76,31.33,372.51,3.77,-27.19,4/14,0.286,-24.29,-16.4
K1W8_MTH_FS11-13_Gap0.20_Fav0.00_all_all,8,MTH,11-13,0.2,0.0,all,all,127,53,-2.86,41.73,488.8,-3.67,-0.27,4/14,0.286,-22.405,-5.3
K1W8_MTH_FS11-13_Gap0.20_Fav0.30_all_all,8,MTH,11-13,0.2,0.3,all,all,127,53,-2.86,41.73,488.8,-3.67,-0.27,4/14,0.286,-22.405,-5.3
K1W8_MTH_FS11-14_Gap0.20_Fav0.00_all_all,8,MTH,11-14,0.2,0.0,all,all,127,53,-2.86,41.73,488.8,-3.67,-0.27,4/14,0.286,-22.405,-5.3
K1W8_MTH_FS11-14_Gap0.20_Fav0.30_all_all,8,MTH,11-14,0.2,0.3,all,all,127,53,-2.86,41.73,488.8,-3.67,-0.27,4/14,0.286,-22.405,-5.3
K1W7_OP_FS11-14_Gap0.15_Fav0.30_fast_late,7,OP,11-14,0.15,0.3,fast,late,167,29,-3.06,17.37,669.86,-4.51,-1.73,4/14,0.286,-15.685,-0.6
K1W7_OP_FS10-11_Gap0.05_Fav0.40_fast_midlate,7,OP,10-11,0.05,0.4,fast,midlate,113,26,-3.11,23.01,505.32,6.31,-13.05,4/14,0.286,-34.465,-11.6
K1W7_OP_FS10-11_Gap0.10_Fav0.40_fast_midlate,7,OP,10-11,0.1,0.4,fast,midlate,113,26,-3.11,23.01,505.32,6.31,-13.05,4/14,0.286,-34.465,-11.6
K1W7_OP_FS10-12_Gap0.10_Fav0.35_fast_late,7,OP,10-12,0.1,0.35,fast,late,211,43,-3.29,20.38,569.45,-15.68,7.45,4/14,0.286,-31.44,-9.5
K1W7_MTH_FS11-13_Gap0.05_Fav0.35_all_all,7,MTH,11-13,0.05,0.35,all,all,167,52,-3.34,31.14,372.51,3.77,-29.21,4/14,0.286,-24.29,-17.4
K1W7_MTH_FS11-14_Gap0.05_Fav0.35_all_all,7,MTH,11-14,0.05,0.35,all,all,167,52,-3.34,31.14,372.51,3.77,-29.21,4/14,0.286,-24.29,-17.4
K1W7_OP_FS10-11_Gap0.20_Fav0.40_fast_midlate,7,OP,10-11,0.2,0.4,fast,midlate,109,25,-3.35,22.94,505.66,0.92,-8.03,4/14,0.286,-34.465,-11.7
K1W7_SA_FS10-14_Gap0.25_Fav0.00_fast_late,7,SA,10-14,0.25,0.0,fast,late,146,41,-3.39,28.08,412.84,-4.07,-2.16,4/14,0.286,-34.77,-2.7
K1W7_SA_FS10-14_Gap0.25_Fav0.30_fast_late,7,SA,10-14,0.25,0.3,fast,late,146,41,-3.39,28.08,412.84,-4.07,-2.16,4/14,0.286,-34.77,-2.7
