Strategy,FS,Gap,FavMin,Cond,Card,Races,Hits,ROI%,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears
K1W7_BEL_FS11-12_Gap0.30_Fav0.37_fast_all,11-12,0.3,0.37,fast,all,50,13,2.24,26.0,471.9,3.72,-6.85,43,7,5/12
K1W7_BEL_FS11-12_Gap0.30_Fav0.40_fast_all,11-12,0.3,0.4,fast,all,50,13,2.24,26.0,471.9,3.72,-6.85,43,7,5/12
K1W7_BEL_FS11-12_Gap0.30_Fav0.42_fast_all,11-12,0.3,0.42,fast,all,50,13,2.24,26.0,471.9,3.72,-6.85,43,7,5/12
K1W7_BEL_FS10-11_Gap0.05_Fav0.37_fast_all,10-11,0.05,0.37,fast,all,164,55,2.21,33.54,365.73,-22.27,121.12,136,28,6/13
K1W7_BEL_FS10-11_Gap0.08_Fav0.37_fast_all,10-11,0.08,0.37,fast,all,164,55,2.21,33.54,365.73,-22.27,121.12,136,28,6/13
K1W7_BEL_FS9-12_Gap0.14_Fav0.33_fast_all,9-12,0.14,0.33,fast,all,535,158,2.19,29.53,415.21,-3.58,28.22,438,97,8/13
K1W7_BEL_FS10-14_Gap0.15_Fav0.00_all_late,10-14,0.15,0.0,all,late,247,57,2.17,23.08,531.28,-18.96,105.32,205,42,6/13
K1W7_BEL_FS10-13_Gap0.15_Fav0.30_all_all,10-13,0.15,0.3,all,all,454,112,2.1,24.67,496.62,-6.48,41.59,373,81,9/13
K1W7_BEL_FS10-14_Gap0.15_Fav0.30_all_late,10-14,0.15,0.3,all,late,236,56,2.07,23.73,516.17,-20.7,110.33,195,41,6/13
K1W7_BEL_FS10-11_Gap0.30_Fav0.00_all_midlate,10-11,0.3,0.0,all,midlate,59,22,1.98,37.29,328.2,-9.32,101.79,53,6,7/13
K1W7_BEL_FS10-11_Gap0.30_Fav0.30_all_midlate,10-11,0.3,0.3,all,midlate,59,22,1.98,37.29,328.2,-9.32,101.79,53,6,7/13
K1W7_BEL_FS10-11_Gap0.30_Fav0.33_all_midlate,10-11,0.3,0.33,all,midlate,59,22,1.98,37.29,328.2,-9.32,101.79,53,6,7/13
K1W7_BEL_FS10-11_Gap0.30_Fav0.35_all_midlate,10-11,0.3,0.35,all,midlate,59,22,1.98,37.29,328.2,-9.32,101.79,53,6,7/13
K1W7_BEL_FS10-11_Gap0.30_Fav0.37_all_midlate,10-11,0.3,0.37,all,midlate,59,22,1.98,37.29,328.2,-9.32,101.79,53,6,7/13
K1W7_BEL_FS10-11_Gap0.30_Fav0.40_all_midlate,10-11,0.3,0.4,all,midlate,59,22,1.98,37.29,328.2,-9.32,101.79,53,6,7/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.30_all_midlate,10-12,0.14,0.3,all,midlate,382,89,1.97,23.3,525.18,-9.43,56.53,316,66,9/13
K1W7_BEL_FS9-12_Gap0.22_Fav0.42_all_midlate,9-12,0.22,0.42,all,midlate,206,72,1.94,34.95,350.0,-10.2,63.36,172,34,7/13
K1W7_BEL_FS11-14_Gap0.10_Fav0.00_fast_all,11-14,0.1,0.0,fast,all,344,65,1.89,18.9,647.06,-5.75,35.28,280,64,8/13
K1W7_BEL_FS10-12_Gap0.05_Fav0.45_fast_all,10-12,0.05,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS10-12_Gap0.08_Fav0.45_fast_all,10-12,0.08,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS10-12_Gap0.10_Fav0.45_fast_all,10-12,0.1,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS10-12_Gap0.12_Fav0.45_fast_all,10-12,0.12,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.45_fast_all,10-12,0.14,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS10-12_Gap0.15_Fav0.45_fast_all,10-12,0.15,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS10-12_Gap0.18_Fav0.45_fast_all,10-12,0.18,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS10-12_Gap0.20_Fav0.45_fast_all,10-12,0.2,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.45_fast_all,10-12,0.22,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS10-12_Gap0.25_Fav0.45_fast_all,10-12,0.25,0.45,fast,all,87,29,1.86,33.33,366.69,-17.32,101.89,73,14,7/13
K1W7_BEL_FS11-12_Gap0.10_Fav0.00_fast_all,11-12,0.1,0.0,fast,all,328,64,1.82,19.51,626.18,-7.0,39.65,266,62,8/13
K1W7_BEL_FS10-11_Gap0.05_Fav0.35_fast_midlate,10-11,0.05,0.35,fast,midlate,155,48,1.73,30.97,394.19,-23.74,134.14,130,25,5/13
K1W7_BEL_FS10-11_Gap0.08_Fav0.35_fast_midlate,10-11,0.08,0.35,fast,midlate,155,48,1.73,30.97,394.19,-23.74,134.14,130,25,5/13
K1W7_BEL_FS10-12_Gap0.05_Fav0.33_all_all,10-12,0.05,0.33,all,all,438,114,1.72,26.03,468.98,-5.38,32.1,355,83,9/13
K1W7_BEL_FS10-12_Gap0.08_Fav0.30_fast_midlate,10-12,0.08,0.3,fast,midlate,366,88,1.72,24.04,507.67,-4.5,32.23,304,62,9/13
K1W7_BEL_FS10-14_Gap0.14_Fav0.00_fast_late,10-14,0.14,0.0,fast,late,202,48,1.69,23.76,513.51,-15.08,97.82,172,30,7/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.30_fast_midlate,9-12,0.15,0.3,fast,midlate,439,118,1.67,26.88,453.87,-3.88,28.15,363,76,8/13
K1W7_BEL_FS10-12_Gap0.08_Fav0.33_all_all,10-12,0.08,0.33,all,all,437,113,1.62,25.86,471.61,-5.52,32.1,354,83,9/13
K1W7_BEL_FS10-12_Gap0.05_Fav0.33_all_late,10-12,0.05,0.33,all,late,221,55,1.6,24.89,489.92,-20.14,89.09,177,44,7/13
K1W7_BEL_FS10-12_Gap0.08_Fav0.33_all_late,10-12,0.08,0.33,all,late,221,55,1.6,24.89,489.92,-20.14,89.09,177,44,7/13
K1W7_BEL_FS9-12_Gap0.25_Fav0.42_fast_all,9-12,0.25,0.42,fast,all,206,73,1.59,35.44,344.01,-12.6,58.69,165,41,6/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.33_all_all,9-13,0.15,0.33,all,all,687,197,1.56,28.68,424.99,-1.52,15.12,560,127,7/13
K1W7_BEL_FS9-12_Gap0.18_Fav0.42_all_midlate,9-12,0.18,0.42,all,midlate,207,72,1.45,34.78,350.0,-10.72,63.36,173,34,7/13
K1W7_BEL_FS9-12_Gap0.20_Fav0.42_all_midlate,9-12,0.2,0.42,all,midlate,207,72,1.45,34.78,350.0,-10.72,63.36,173,34,7/13
K1W7_BEL_FS9-12_Gap0.08_Fav0.33_fast_midlate,9-12,0.08,0.33,fast,midlate,446,126,1.4,28.25,430.7,-2.34,18.01,364,82,8/13
K1W7_BEL_FS9-13_Gap0.08_Fav0.33_fast_late,9-13,0.08,0.33,fast,late,290,79,1.4,27.24,446.66,-5.34,29.55,234,56,6/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.33_all_late,9-13,0.14,0.33,all,late,339,92,1.36,27.14,448.19,-9.74,49.07,275,64,6/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.33_all_midlate,9-13,0.14,0.33,all,midlate,533,143,1.35,26.83,453.3,-3.7,24.03,436,97,8/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.33_all_midlate,9-12,0.15,0.33,all,midlate,513,140,1.35,27.29,445.64,-4.86,29.37,420,93,9/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.30_fast_late,9-13,0.15,0.3,fast,late,288,78,1.3,27.08,448.86,-8.25,49.07,240,48,6/13
K1W7_BEL_FS10-14_Gap0.15_Fav0.30_all_all,10-14,0.15,0.3,all,all,458,112,1.2,24.45,496.62,-7.47,41.59,377,81,9/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.00_fast_all,10-12,0.14,0.0,fast,all,377,91,1.19,24.14,503.07,-5.62,35.14,314,63,8/13
K1W7_BEL_FS10-12_Gap0.15_Fav0.00_all_all,10-12,0.15,0.0,all,all,459,113,1.1,24.62,492.79,-7.58,41.59,378,81,8/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.33_all_all,9-13,0.14,0.33,all,all,709,203,1.05,28.63,423.51,-2.88,18.21,577,132,6/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.33_fast_all,9-13,0.12,0.33,fast,all,570,166,1.0,29.12,416.15,-3.99,24.13,469,101,7/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.30_fast_late,10-12,0.14,0.3,fast,late,187,47,1.0,25.13,482.23,-18.54,111.96,159,28,7/13
K1W7_BEL_FS9-13_Gap0.22_Fav0.42_all_midlate,9-13,0.22,0.42,all,midlate,208,72,0.96,34.62,350.0,-10.72,58.69,173,35,7/13
K1W7_BEL_FS9-12_Gap0.05_Fav0.33_fast_midlate,9-12,0.05,0.33,fast,midlate,449,126,0.72,28.06,430.7,-3.14,18.01,367,82,8/13
K1W7_BEL_FS10-13_Gap0.05_Fav0.45_fast_all,10-13,0.05,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-13_Gap0.08_Fav0.45_fast_all,10-13,0.08,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-13_Gap0.10_Fav0.45_fast_all,10-13,0.1,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-13_Gap0.12_Fav0.45_fast_all,10-13,0.12,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-13_Gap0.14_Fav0.45_fast_all,10-13,0.14,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-13_Gap0.15_Fav0.45_fast_all,10-13,0.15,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-13_Gap0.18_Fav0.45_fast_all,10-13,0.18,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-13_Gap0.20_Fav0.45_fast_all,10-13,0.2,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-13_Gap0.22_Fav0.45_fast_all,10-13,0.22,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.45_fast_all,10-13,0.25,0.45,fast,all,88,29,0.7,32.95,366.69,-18.44,101.89,74,14,7/13
K1W7_BEL_FS10-12_Gap0.05_Fav0.30_fast_midlate,10-12,0.05,0.3,fast,midlate,379,90,0.66,23.75,508.65,-4.62,26.13,314,65,9/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.00_fast_midlate,9-12,0.15,0.0,fast,midlate,449,119,0.64,26.5,455.69,-4.19,23.29,370,79,8/13
K1W7_BEL_FS9-13_Gap0.25_Fav0.42_fast_all,9-13,0.25,0.42,fast,all,208,73,0.61,35.1,344.01,-13.13,54.91,166,42,6/13
K1W7_BEL_FS11-13_Gap0.08_Fav0.00_all_all,11-13,0.08,0.0,all,all,534,102,0.59,19.1,631.97,-3.26,16.94,432,102,4/13
K1W7_BEL_FS9-12_Gap0.30_Fav0.45_all_midlate,9-12,0.3,0.45,all,midlate,119,44,0.5,36.97,326.18,-0.81,7.88,101,18,6/13
K1W7_BEL_FS9-13_Gap0.18_Fav0.42_all_midlate,9-13,0.18,0.42,all,midlate,209,72,0.48,34.45,350.0,-11.23,58.69,174,35,7/13
K1W7_BEL_FS9-13_Gap0.20_Fav0.42_all_midlate,9-13,0.2,0.42,all,midlate,209,72,0.48,34.45,350.0,-11.23,58.69,174,35,7/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.30_fast_all,10-12,0.14,0.3,fast,all,362,89,0.47,24.59,490.38,-7.46,39.57,301,61,9/13
K1W7_BEL_FS9-13_Gap0.05_Fav0.33_fast_late,9-13,0.05,0.33,fast,late,293,79,0.36,26.96,446.66,-6.54,29.55,237,56,6/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.30_all_late,11-12,0.12,0.3,all,late,167,34,0.28,20.36,591.07,-30.02,133.2,136,31,5/13
K1W7_BEL_FS9-12_Gap0.12_Fav0.33_fast_late,9-12,0.12,0.33,fast,late,272,76,0.25,27.94,430.55,-10.26,48.06,223,49,7/13
K1W7_BEL_FS9-12_Gap0.14_Fav0.42_fast_all,9-12,0.14,0.42,fast,all,230,82,0.23,35.65,337.35,-10.82,45.64,185,45,6/13
K1W7_BEL_FS10-11_Gap0.22_Fav0.37_all_all,10-11,0.22,0.37,all,all,167,54,0.17,32.34,371.74,-22.01,101.43,137,30,5/13
K1W7_BEL_FS10-11_Gap0.22_Fav0.40_all_all,10-11,0.22,0.4,all,all,139,47,0.17,33.81,355.5,-26.56,128.24,115,24,5/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.30_fast_midlate,9-13,0.14,0.3,fast,midlate,471,123,0.1,26.11,459.95,-4.09,20.24,390,81,9/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.00_fast_midlate,9-13,0.14,0.0,fast,midlate,489,125,0.05,25.56,469.68,-3.25,15.95,405,84,8/13
K1W7_BEL_FS9-13_Gap0.10_Fav0.33_fast_all,9-13,0.1,0.33,fast,all,597,175,0.03,29.31,409.48,-3.4,15.38,488,109,8/13
K1W7_BEL_FS11-13_Gap0.08_Fav0.00_all_midlate,11-13,0.08,0.0,all,midlate,449,79,-0.02,17.59,681.92,-7.21,30.79,364,85,5/13
K1W7_BEL_FS10-11_Gap0.18_Fav0.33_all_midlate,10-11,0.18,0.33,all,midlate,187,54,-0.02,28.88,415.49,-20.5,99.2,155,32,6/13
K1W7_BEL_FS11-12_Gap0.08_Fav0.00_all_all,11-12,0.08,0.0,all,all,521,101,-0.07,19.39,618.59,-4.66,19.28,421,100,4/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.33_all_all,9-12,0.15,0.33,all,all,682,196,-0.12,28.74,417.04,-3.78,16.03,556,126,8/13
K1W7_BEL_FS10-11_Gap0.15_Fav0.00_all_late,10-11,0.15,0.0,all,late,164,42,-0.18,25.61,467.75,-25.57,155.53,141,23,6/13
K1W7_BEL_FS9-12_Gap0.05_Fav0.42_fast_all,9-12,0.05,0.42,fast,all,231,82,-0.21,35.5,337.35,-11.3,45.64,186,45,6/13
K1W7_BEL_FS9-12_Gap0.08_Fav0.42_fast_all,9-12,0.08,0.42,fast,all,231,82,-0.21,35.5,337.35,-11.3,45.64,186,45,6/13
K1W7_BEL_FS9-12_Gap0.10_Fav0.42_fast_all,9-12,0.1,0.42,fast,all,231,82,-0.21,35.5,337.35,-11.3,45.64,186,45,6/13
K1W7_BEL_FS9-12_Gap0.12_Fav0.42_fast_all,9-12,0.12,0.42,fast,all,231,82,-0.21,35.5,337.35,-11.3,45.64,186,45,6/13
K1W7_BEL_FS10-12_Gap0.15_Fav0.30_all_all,10-12,0.15,0.3,all,all,448,111,-0.23,24.78,483.23,-9.7,43.36,368,80,9/13
K1W7_BEL_FS10-11_Gap0.18_Fav0.33_fast_all,10-11,0.18,0.33,fast,all,182,57,-0.25,31.32,382.21,-21.38,102.68,151,31,6/13
K1W7_BEL_FS10-11_Gap0.12_Fav0.33_all_late,10-11,0.12,0.33,all,late,148,39,-0.28,26.35,454.12,-25.93,132.25,124,24,6/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.33_all_late,9-12,0.15,0.33,all,late,325,90,-0.32,27.69,431.96,-13.42,56.4,264,61,6/13
K1W7_BEL_FS9-13_Gap0.30_Fav0.45_all_midlate,9-13,0.3,0.45,all,midlate,120,44,-0.33,36.67,326.18,-1.78,7.88,102,18,6/13
K1W7_BEL_FS11-13_Gap0.12_Fav0.00_fast_late,11-13,0.12,0.0,fast,late,157,30,-0.35,19.11,625.82,-18.39,90.58,131,26,5/13
K1W7_BEL_FS10-13_Gap0.10_Fav0.30_all_midlate,10-13,0.1,0.3,all,midlate,464,107,-0.41,23.06,518.23,-7.8,35.06,384,80,7/13
K1W7_BEL_FS10-11_Gap0.18_Fav0.00_fast_all,10-11,0.18,0.0,fast,all,185,58,-0.41,31.35,381.2,-21.16,102.68,154,31,6/13
K1W7_BEL_FS10-11_Gap0.18_Fav0.30_fast_all,10-11,0.18,0.3,fast,all,185,58,-0.41,31.35,381.2,-21.16,102.68,154,31,6/13
K1W7_BEL_FS9-12_Gap0.30_Fav0.45_fast_midlate,9-12,0.3,0.45,fast,midlate,96,34,-0.42,35.42,337.42,-4.26,18.8,80,16,6/13
K1W7_BEL_FS10-14_Gap0.05_Fav0.45_fast_all,10-14,0.05,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS10-14_Gap0.08_Fav0.45_fast_all,10-14,0.08,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS10-14_Gap0.10_Fav0.45_fast_all,10-14,0.1,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS10-14_Gap0.12_Fav0.45_fast_all,10-14,0.12,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS10-14_Gap0.14_Fav0.45_fast_all,10-14,0.14,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS10-14_Gap0.15_Fav0.45_fast_all,10-14,0.15,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS10-14_Gap0.18_Fav0.45_fast_all,10-14,0.18,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS10-14_Gap0.20_Fav0.45_fast_all,10-14,0.2,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS10-14_Gap0.22_Fav0.45_fast_all,10-14,0.22,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.45_fast_all,10-14,0.25,0.45,fast,all,89,29,-0.43,32.58,366.69,-19.53,101.89,75,14,7/13
K1W7_BEL_FS9-12_Gap0.15_Fav0.42_fast_all,9-12,0.15,0.42,fast,all,229,81,-0.56,35.37,337.35,-11.86,45.64,184,45,6/13
K1W7_BEL_FS9-13_Gap0.10_Fav0.30_fast_midlate,9-13,0.1,0.3,fast,midlate,580,154,-0.57,26.55,449.37,-4.57,17.72,476,104,7/13
K1W7_BEL_FS9-12_Gap0.14_Fav0.33_all_all,9-12,0.14,0.33,all,all,704,202,-0.58,28.69,415.79,-5.08,19.12,573,131,6/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.33_all_midlate,9-13,0.12,0.33,all,midlate,562,152,-0.59,27.05,441.07,-5.33,21.31,462,100,7/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.33_all_late,9-13,0.12,0.33,all,late,357,96,-0.63,26.89,443.42,-10.92,43.88,290,67,6/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.42_fast_all,9-13,0.14,0.42,fast,all,232,82,-0.64,35.34,337.35,-11.3,42.48,186,46,5/13
K1W7_BEL_FS10-11_Gap0.18_Fav0.30_all_midlate,10-11,0.18,0.3,all,midlate,191,55,-0.7,28.8,413.81,-20.8,99.2,159,32,6/13
K1W7_BEL_FS11-14_Gap0.08_Fav0.00_all_all,11-14,0.08,0.0,all,all,541,102,-0.71,18.85,631.97,-4.81,16.94,439,102,4/13
K1W7_BEL_FS9-12_Gap0.14_Fav0.33_all_midlate,9-12,0.14,0.33,all,midlate,528,142,-0.82,26.89,442.52,-6.63,25.32,432,96,8/13
K1W7_BEL_FS11-12_Gap0.10_Fav0.30_all_late,11-12,0.1,0.3,all,late,174,36,-0.91,20.69,574.74,-28.99,119.07,141,33,5/13
K1W7_BEL_FS11-13_Gap0.08_Fav0.00_fast_all,11-13,0.08,0.0,fast,all,414,80,-0.95,19.32,615.07,-5.62,18.53,334,80,7/13
K1W7_BEL_FS10-11_Gap0.10_Fav0.33_all_late,10-11,0.1,0.33,all,late,154,41,-1.02,26.62,446.13,-23.87,106.44,127,27,6/13
K1W7_BEL_FS9-12_Gap0.12_Fav0.33_fast_all,9-12,0.12,0.33,fast,all,565,165,-1.04,29.2,406.65,-6.71,25.37,465,100,7/13
K1W7_BEL_FS10-11_Gap0.20_Fav0.37_all_all,10-11,0.2,0.37,all,all,186,61,-1.04,32.8,362.11,-21.75,91.58,152,34,5/13
K1W7_BEL_FS10-11_Gap0.15_Fav0.33_fast_midlate,10-11,0.15,0.33,fast,midlate,168,47,-1.04,27.98,424.45,-24.15,125.13,142,26,6/13
K1W7_BEL_FS10-14_Gap0.10_Fav0.30_all_midlate,10-14,0.1,0.3,all,midlate,467,107,-1.05,22.91,518.23,-8.52,35.06,387,80,7/13
K1W7_BEL_FS11-12_Gap0.08_Fav0.00_all_midlate,11-12,0.08,0.0,all,midlate,437,78,-1.05,17.85,665.24,-9.26,33.94,354,83,5/13
K1W7_BEL_FS9-13_Gap0.05_Fav0.42_fast_all,9-13,0.05,0.42,fast,all,233,82,-1.06,35.19,337.35,-11.77,42.48,187,46,5/13
K1W7_BEL_FS9-13_Gap0.08_Fav0.42_fast_all,9-13,0.08,0.42,fast,all,233,82,-1.06,35.19,337.35,-11.77,42.48,187,46,5/13
K1W7_BEL_FS9-13_Gap0.10_Fav0.42_fast_all,9-13,0.1,0.42,fast,all,233,82,-1.06,35.19,337.35,-11.77,42.48,187,46,5/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.42_fast_all,9-13,0.12,0.42,fast,all,233,82,-1.06,35.19,337.35,-11.77,42.48,187,46,5/13
K1W7_BEL_FS10-13_Gap0.12_Fav0.30_fast_late,10-13,0.12,0.3,fast,late,214,49,-1.08,22.9,518.42,-16.3,85.46,182,32,6/13
K1W7_BEL_FS9-13_Gap0.10_Fav0.33_all_midlate,9-13,0.1,0.33,all,midlate,580,160,-1.21,27.59,429.74,-4.59,13.74,473,107,7/13
K1W7_BEL_FS10-13_Gap0.12_Fav0.30_all_midlate,10-13,0.12,0.3,all,midlate,435,99,-1.24,22.76,520.76,-11.17,48.01,362,73,8/13
K1W7_BEL_FS9-12_Gap0.10_Fav0.33_fast_late,9-12,0.1,0.33,fast,late,281,78,-1.24,27.76,426.95,-9.7,34.35,227,54,6/13
K1W7_BEL_FS10-12_Gap0.30_Fav0.00_fast_midlate,10-12,0.3,0.0,fast,midlate,67,21,-1.25,31.34,378.06,-7.69,46.22,59,8,7/13
K1W7_BEL_FS10-12_Gap0.30_Fav0.30_fast_midlate,10-12,0.3,0.3,fast,midlate,67,21,-1.25,31.34,378.06,-7.69,46.22,59,8,7/13
K1W7_BEL_FS10-12_Gap0.30_Fav0.33_fast_midlate,10-12,0.3,0.33,fast,midlate,67,21,-1.25,31.34,378.06,-7.69,46.22,59,8,7/13
K1W7_BEL_FS10-12_Gap0.30_Fav0.35_fast_midlate,10-12,0.3,0.35,fast,midlate,67,21,-1.25,31.34,378.06,-7.69,46.22,59,8,7/13
K1W7_BEL_FS10-12_Gap0.30_Fav0.37_fast_midlate,10-12,0.3,0.37,fast,midlate,67,21,-1.25,31.34,378.06,-7.69,46.22,59,8,7/13
K1W7_BEL_FS10-12_Gap0.30_Fav0.40_fast_midlate,10-12,0.3,0.4,fast,midlate,67,21,-1.25,31.34,378.06,-7.69,46.22,59,8,7/13
K1W7_BEL_FS10-12_Gap0.30_Fav0.42_fast_midlate,10-12,0.3,0.42,fast,midlate,67,21,-1.25,31.34,378.06,-7.69,46.22,59,8,7/13
K1W7_BEL_FS11-14_Gap0.08_Fav0.00_all_midlate,11-14,0.08,0.0,all,midlate,455,79,-1.33,17.36,681.92,-8.71,30.79,370,85,5/13
K1W7_BEL_FS10-11_Gap0.20_Fav0.40_all_all,10-11,0.2,0.4,all,all,145,49,-1.33,33.79,350.39,-27.52,124.38,120,25,4/13
K1W7_BEL_FS10-11_Gap0.30_Fav0.45_fast_all,10-11,0.3,0.45,fast,all,54,21,-1.34,38.89,304.42,-13.74,81.87,47,7,6/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.33_all_all,9-13,0.12,0.33,all,all,749,213,-1.41,28.44,416.01,-5.31,16.32,614,135,6/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.42_fast_all,9-13,0.15,0.42,fast,all,231,81,-1.42,35.06,337.35,-12.34,42.48,185,46,5/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.00_fast_late,9-13,0.15,0.0,fast,late,296,78,-1.43,26.35,448.86,-10.49,43.11,246,50,6/13
K1W7_BEL_FS9-13_Gap0.30_Fav0.45_fast_midlate,9-13,0.3,0.45,fast,midlate,97,34,-1.44,35.05,337.42,-5.44,18.8,81,16,6/13
K1W7_BEL_FS10-14_Gap0.12_Fav0.30_fast_late,10-14,0.12,0.3,fast,late,215,49,-1.54,22.79,518.42,-16.75,85.46,183,32,6/13
K1W7_BEL_FS10-13_Gap0.12_Fav0.00_fast_midlate,10-13,0.12,0.0,fast,midlate,383,82,-1.63,21.41,551.38,-7.78,30.24,321,62,8/13
K1W7_BEL_FS10-12_Gap0.05_Fav0.45_all_all,10-12,0.05,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS10-12_Gap0.08_Fav0.45_all_all,10-12,0.08,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS10-12_Gap0.10_Fav0.45_all_all,10-12,0.1,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS10-12_Gap0.12_Fav0.45_all_all,10-12,0.12,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.45_all_all,10-12,0.14,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS10-12_Gap0.15_Fav0.45_all_all,10-12,0.15,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS10-12_Gap0.18_Fav0.45_all_all,10-12,0.18,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS10-12_Gap0.20_Fav0.45_all_all,10-12,0.2,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.45_all_all,10-12,0.22,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS10-12_Gap0.25_Fav0.45_all_all,10-12,0.25,0.45,all,all,110,41,-1.63,37.27,316.71,-16.9,81.93,93,17,7/13
K1W7_BEL_FS11-13_Gap0.30_Fav0.00_fast_all,11-13,0.3,0.0,fast,all,52,13,-1.69,25.0,471.9,1.37,-18.49,44,8,5/12
